"year","country","contcod","mean","region","gdpppp","pop","expgdp","xpo","mpo","gdp","openness","dfigdp","er","inf","nint","rint","democr2","m2gdp","kopen","expk","impk","rgdpch","open_ppp","share1","share2","share3","share4","share5","share6","share7","share8","share9","share10"
2002,1.79769313486232e+308,"BOL",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1975,27,"BRA",1.79769313486232e+308,3,4234,108.167,1.79769313486232e+308,9552,14546,123709,0.194795846939087,1.05246996879578,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0.117574192583561,12727919982,32570223350,5165.673828125,0.0806583538651466,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1976,27,"BRA",1.79769313486232e+308,3,4539,110.773848,1.79769313486232e+308,10979,14950,152678,0.169827997684479,1.01848340034485,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0.105016499757767,12687110759,32165438513,5566.82958984375,0.0723656862974167,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1977,27,"BRA",1.79769313486232e+308,3,4636,113.451216,1.79769313486232e+308,13130,14816,176171,0.158629968762398,1.04046630859375,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0.0943647846579552,12642156808,29729597179,5701.1767578125,0.0651768743991852,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1978,27,"BRA",1.79769313486232e+308,3,4674,116.179512,1.79769313486232e+308,13823,16705,200801,0.152031108736992,0.998998999595642,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0.0980416461825371,14317463615,31091727308,5744.6826171875,0.0676922425627708,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1979,27,"BRA",1.79769313486232e+308,3,4875,118.92724,1.79769313486232e+308,16719,21760,224970,0.171040579676628,1.07525444030762,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0.0990959852933884,15648961699,33643666135,6011.00537109375,0.0686031803488731,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1980,27,"BRA",1.79769313486232e+308,3,5199,121.672,0.300000011920929,21869,27826,235025,0.211445584893227,0.81310498714447,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0.098337821662426,19187858591,33871345340,6379.794921875,0.0680070742964745,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1981,27,"BRA",1.79769313486232e+308,3,4861,124.41304,0.300000011920929,25541,27229,263561,0.200219303369522,0.956135392189026,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0.101895324885845,23278758265,29685819831,5993.98876953125,0.0706633776426315,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1982,27,"BRA",1.79769313486232e+308,3,4784,127.146064,0.319999992847443,21982,24792,281682,0.166052505373955,1.0330798625946,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0.0929971113801002,21139188237,27895482360,5936.2138671875,0.0646370500326157,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1983,27,"BRA",1.79769313486232e+308,3,4524,129.863392,0.310000002384186,23622,19560,203305,0.21240009367466,0.7914217710495,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0.0914040729403496,24168870099,23032519974,5658.11083984375,0.0639127269387245,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1984,27,"BRA",1.79769313486232e+308,3,4666,132.558152,0.300000011920929,28949,17612,209024,0.222754329442978,0.76259183883667,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,0.0952860713005066,29475051384,22355083097,5832.0361328125,0.0667031556367874,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1985,27,"BRA",1.79769313486232e+308,3,4937,135.224,0.370000004768372,27720,16958,222942.796875,0.200401186943054,0.646354138851166,2.25359997330088e-09,226,295.420013427734,21.2944869995117,7,0.135343879461288,0.0923572480678558,31546176019,22355083097,6150.83984375,0.0644764974713326,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1986,27,"BRA",1.79769313486232e+308,3,5230,137.855136,0.409999996423721,24164,18433,268137.21875,0.158862695097923,0.128665462136269,4.96339991329364e-09,147.100006103516,109.480003356934,-15.2246055603027,7,0.19986891746521,0.0911616310477257,28208415890,28766466185,6480.70263671875,0.0634496286511421,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1987,27,"BRA",1.79769313486232e+308,3,5318,140.446432,0.389999985694885,28162,19368,294084.125,0.161620423197746,0.397505313158035,1.42580001138981e-08,228.300003051758,401.029998779297,52.6134605407715,7,0.198900490999222,0.0949616357684135,33634392164,27919635691,6602.17041015625,0.0660464912652969,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1988,27,"BRA",3386,3,5218,142.993424,0.439999997615814,36052,19907,329913.4375,0.169617220759392,0.84991991519928,9.52720000668705e-08,629.099975585938,859.429992675781,31.5910110473633,7,0.4275963306427,0.101246446371078,38033419435,27605134869,6481.59326171875,0.0704615041613579,0.0608387477695942,0.147371530532837,0.218842297792435,0.301535725593567,0.402244538068771,0.527170717716217,0.719728291034698,0.9964559674263,2.12610745429993,4.50738334655762
1989,27,"BRA",1.79769313486232e+308,3,5297,145.49232,0.490000009536743,37507,24180,448762.78125,0.1374601572752,0.252026259899139,1.03050001598604e-06,1430.69995117188,5845,288.384399414062,8,0.454146355390549,0.104524917900562,39967614676,30072909217,6585.111328125,0.0727339088916779,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1990,27,"BRA",1.79769313486232e+308,3,4985,147.94,0.52999997138977,35170,28184,464989.09375,0.136248350143433,0.212693154811859,2.48359992838232e-05,2947.69995117188,9394.2998046875,211.5234375,8,0.252630889415741,0.110381819307804,38000467502,33100159795,6217.732421875,0.0769035741686821,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1991,27,"BRA",1.79769313486232e+308,3,4969,150.337152,0.419999986886978,34938,28251,407729.03125,0.154977932572365,0.270522803068161,0.000147860002471134,432.799987792969,913.469970703125,90.2158355712891,8,0.355036169290543,0.117357894778252,40499941527,36433459332,6220.10888671875,0.0818542689085007,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1992,27,"BRA",1.79769313486232e+308,3,4869,152.680032,0.469999998807907,39881,27984,390566.53125,0.173760414123535,0.527695000171661,0.00164110003970563,951.700012207031,1560.19995117188,57.8586921691894,8,0.569911897182465,0.118068784475327,44704422851,32020329054,6071.94482421875,0.0823410004377365,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1993,27,"BRA",3473,3,5032,154.964912,0.569999992847443,43595,34856,438299.5,0.178989484906197,0.294775605201721,0.0321630015969276,1928,3293.5,67.3323516845703,8,0.786832571029663,0.134615167975426,49259862420,42767401987,6293.64990234375,0.0938796177506447,0.0524042621254921,0.157212778925896,0.237546786665916,0.325655043125153,0.427008360624313,0.558594882488251,0.732795834541321,1.00806224346161,2.17650437355042,4.3331413269043
1994,27,"BRA",1.79769313486232e+308,3,5253,157.188096,0.52999997138977,49010,43495,546486.1875,0.169272348284721,0.562136828899384,0.639299988746643,2075.89990234375,5175.2001953125,142.437622070312,8,0.416522830724716,0.141345888376236,53039666166,49347515536,6575.2060546875,0.0985614955425262,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1995,27,"BRA",1.79769313486232e+308,3,5400,159.346,1.79769313486232e+308,52641,63293,704167.75,0.164639741182327,0.690034449100494,0.917670011520386,66,52.25,-8.28313255310059,8,0.297124564647675,0.158538773655891,52274766958,67530309186,6765.04736328125,0.11057423055172,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1996,27,"BRA",1.79769313486232e+308,3,5477,161.513168,1.79769313486232e+308,52506,66018,774934.5625,0.1529471129179,1.44528329372406,1.00510001182556,15.8000001907349,26.4500007629395,9.19688987731934,8,0.276548564434052,0.162975564599037,55468552192,71486488576,6881.4384765625,0.113645829260349,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1997,27,"BRA",1.79769313486232e+308,3,5577,163.689184,0.430000007152557,59178,75139,807215.1875,0.166395530104637,2.43429517745972,1.07799994945526,6.90000009536743,24.3500003814697,16.3236618041992,8,0.293032020330429,0.171199440956116,56478570542,81433257982,7014.33984375,0.119504824280739,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1998,27,"BRA",3986.99975585938,3,5512,165.873632,0.469999998807907,58767,74415,786956.375,0.169236823916435,4.05524396896362,1.16050004959106,3.20000004768372,28,24.0310077667236,8,0.307074785232544,0.1853968501091,56598543545,88664821246,6732.2412109375,0.129422500729561,0.0438926517963409,0.142964631319046,0.226486086845398,0.311010777950287,0.41785803437233,0.540757477283478,0.726611495018005,1.01780784130096,1.60220718383789,4.969651222229
1999,27,"BRA",1.79769313486232e+308,3,5485,170.41,1.79769313486232e+308,55200,63444,529398.1875,0.224111080169678,5.3978271484375,1.81470000743866,4.90000009536743,26.0200004577637,20.1334590911865,8,0.313459306955338,0.171132758259773,63390369285,75542430156,6889.10400390625,0.117743700742722,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2000,27,"BRA",1.79769313486232e+308,3,5657,172.56,1.79769313486232e+308,64469,72739,595458,0.23042431473732,5.50483846664429,1.83010005950928,7,17.2000007629395,9.53271389007568,8,0.288323611021042,0.182175844907761,70363306260,85967281232,7190.00537109375,0.12536184489727,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2001,1.79769313486232e+308,"BRA",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2002,1.79769313486232e+308,"BRA",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1975,17,"BRB",1.79769313486232e+308,3,8321,0.2456,1.79769313486232e+308,206,253,402,1.1417909860611,5.69651746749878,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.82307982444763,1149802855,2636469544,8257.59765625,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1976,17,"BRB",1.79769313486232e+308,3,8287,0.2464,1.79769313486232e+308,197,279,436,1.09174311161041,1.58256888389587,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.85344731807709,1211399437,2727382288,8545.4853515625,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1977,17,"BRB",1.79769313486232e+308,3,8625,0.2471,1.79769313486232e+308,248,316,495,1.13939392566681,0.989898979663849,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.88617372512817,1406455280,2872842679,8974.3232421875,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1978,17,"BRB",1.79769313486232e+308,3,9124,0.2479,1.79769313486232e+308,314,368,553,1.23327302932739,1.62748646736145,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.05949664115906,1632309413,3054668167,9037.513671875,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1979,17,"BRB",1.79769313486232e+308,3,9880,0.2465,1.79769313486232e+308,421,479,670,1.34328353404999,0.805970191955566,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.2360954284668,1909494031,3436501691,9518.7021484375,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1980,17,"BRB",1.79769313486232e+308,3,10239,0.2491,1.79769313486232e+308,574,613,860,1.38023257255554,0.325581401586533,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.93100643157959,1796566966,3181946010,10207.6748046875,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1981,17,"BRB",1.79769313486232e+308,3,9879,0.2499,1.79769313486232e+308,547,673,947,1.28827881813049,0.887011587619782,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.41235733032227,1806833065,3800152664,9193.4228515625,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1982,17,"BRB",1.79769313486232e+308,3,9351,0.2508,1.79769313486232e+308,620,665,989,1.29929220676422,0.475227475166321,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.84407567977905,1539914544,3000120526,9632.1806640625,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1983,17,"BRB",1.79769313486232e+308,3,9334,0.2517,1.79769313486232e+308,682,721,1050,1.33619046211243,0.352380961179733,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.86039447784424,1591245030,2927390333,9502.517578125,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1984,17,"BRB",1.79769313486232e+308,3,9613,0.2526,1.79769313486232e+308,798,772,1145,1.37117898464203,0.00873362459242344,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.82483434677124,1683639903,2945572883,9844.8837890625,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1985,17,"BRB",1.79769313486232e+308,3,9647,0.253,1.79769313486232e+308,796,721,1198,1.26627707481384,0.409015029668808,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.58950638771057,1601511128,2654652104,10375.0205078125,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1986,17,"BRB",1.79769313486232e+308,3,10536,0.2535,1.79769313486232e+308,752,722,1316,1.12006080150604,0.592705190181732,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.33999049663544,1539914546,2563739363,11818.3583984375,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1987,17,"BRB",1.79769313486232e+308,3,10623,0.254,1.79769313486232e+308,686,675,1449,0.939268469810486,0.489993095397949,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.04417788982391,1355124801,2291001133,13438.5107421875,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1988,17,"BRB",1.79769313486232e+308,3,11242,0.255,1.79769313486232e+308,778,711,1541,0.96625566482544,0.752757966518402,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.0374641418457,1406455287,2363731329,13930.142578125,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1989,17,"BRB",1.79769313486232e+308,3,11742,0.25646,1.79769313486232e+308,889,839,1704,1.01408445835114,0.492957711219788,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.0444198846817,1457785772,2454644075,14279.03515625,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1990,17,"BRB",1.79769313486232e+308,3,11111,0.258,1.79769313486232e+308,873,878,1710,1.02397656440735,0.654970765113831,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.05202829837799,1612710335,2151135715,13482.533203125,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1991,17,"BRB",1.79769313486232e+308,3,10704,0.26,1.79769313486232e+308,824,841,1687,0.986959099769592,0.438648492097855,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.02745199203491,1784099334,1885155128,13312.462890625,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1992,17,"BRB",1.79769313486232e+308,3,10093,0.262,1.79769313486232e+308,809,677,1588,0.935768246650696,0.913098216056824,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.990569472312927,1973702507,1652062133,13528.2734375,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1993,17,"BRB",1.79769313486232e+308,3,10135,0.2635,1.79769313486232e+308,877,787,1641,1.01401579380035,0.57282143831253,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.09763133525848,2083390661,1860404557,13205.908203125,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1994,17,"BRB",1.79769313486232e+308,3,10563,0.2643,1.79769313486232e+308,1004,864,1727,1.08164441585541,0.75275045633316,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.17750322818756,2349558091,2030348380,13630.7841796875,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1995,17,"BRB",1.79769313486232e+308,3,10620,0.2642,1.79769313486232e+308,1112,1054,1859,1.16514253616333,0.634749889373779,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.29127562046051,2526910775,2296082252,13692.4443359375,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1996,17,"BRB",1.79769313486232e+308,3,11872,0.2644,1.79769313486232e+308,1214,1130,1983,1.18204736709595,0.670700967311859,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.31419265270233,2731000064,2510000128,14607.6484375,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
